学年,対象の漢字,読み,文章,ぶんしょう
3,品,しな,この[品]{物}は、お{一人様一}つとなっております。,この[しな]{もの}は、お{ひとりさまひと}つとなっております。
3,品,ひん,{米}つぶを{残}さず、{上}[品]に{食}べる。,{こめ}つぶを{のこ}さず、{じょう}[ひん]に{た}べる。
3,員,いん,クラス{全}[員]で、{大}なわとびにちょうせんした。,クラス{ぜん}[いん]で、{おお}なわとびにちょうせんした。
3,商,しょう,お{店}の[商]{品}を{買}い{物}かごに{入}れる。,お{みせ}の[しょう]{ひん}を{か}い{もの}かごに{い}れる。
3,問,と,{国語}のテストでことわざの{意味}を[問]う。,{こくご}のテストでことわざの{いみ}を[と]う。
3,問,と,{散々}[問]いつめたが、かれは{何}も{知}らなさそうだ。,{さんざん}[と]いつめたが、かれは{なん}も{し}らなさそうだ。
3,問,とん,[問]{屋}から{商品}を{仕入}れてくる。,[とん]{や}から{しょうひん}を{しい}れてくる。
3,問,もん,{質}[問]に{対}して、ていねいに{答}える。,{しつ}[もん]に{たい}して、ていねいに{こた}える。
3,坂,さか,[坂]{道}を{自転車}でしんちょうに{下}る。,[さか]{みち}を{じてんしゃ}でしんちょうに{くだ}る。
3,央,おう,{昨日}、{中}[央]{区}の{大通}りで{事故}が{起}きた。,{きのう}、{ちゅう}[おう]{く}の{おおどお}りで{じこ}が{お}きた。
3,始,し,{本番}の{一}か{月前}から{練習}を{開}[始]する。,{ほんばん}の{いち}か{げつまえ}から{れんしゅう}を{かい}[し]する。
3,始,はじ,{書}く{文字}がきたないので{習字}を[始]めた。,{か}く{もじ}がきたないので{しゅうじ}を[はじ]めた。
3,委,い,{学級}[委]{員}の{人}は、{放課後}に{先生}のところに{来}てください。,{がっきゅう}[い]{いん}の{ひと}は、{ほうかご}に{せんせい}のところに{き}てください。
3,委,ゆだ,{運}を{天}に[委]ねてくじを{引}く。,{うん}を{てん}に[ゆだ]ねてくじを{ひ}く。
3,守,しゅ,あの{野球}チームは[守]{備}がとてもうまい。,あの{やきゅう}チームは[しゅ]{び}がとてもうまい。
3,守,す,{家}で{留}[守]{番}をする。,{いえ}で{る}[す]{ばん}をする。
3,安,あん,{家}に{先生}から{電話}がかかってきて{不}[安]になる。,{いえ}に{せんせい}から{でんわ}がかかってきて{ふ}[あん]になる。
3,安,やす,[安]{物}のお{皿}が{割}れてしまった。,[やす]{もの}のお{さら}が{わ}れてしまった。
3,定,さだ,{法律}で{飲食店}を{開}く{条件}が[定]められる。,{ほうりつ}で{いんしょくてん}を{ひら}く{じょうけん}が[さだ]められる。
3,定,じょう,いつも{雑}なかれは{案}の[定]、ミスしてしまった。,いつも{ざつ}なかれは{あん}の[じょう]、ミスしてしまった。
3,定,てい,{明日}の{予}[定]が{決}まる。,{あす}の{よ}[てい]が{き}まる。
3,実,じつ,{厳}しい{特訓}で[実]{力}をつける。,{きび}しい{とっくん}で[じつ]{りょく}をつける。
3,実,み,リスが{木}の[実]をほおばっている。,リスが{こ}の[み]をほおばっている。
3,実,みの,{今年}はとてもあまいリンゴが[実]った。,{ことし}はとてもあまいリンゴが[みの]った。
3,客,きゃく,ごうか[客]{船}に{乗}って{世界一周}の{旅}に{出}る。,ごうか[きゃく]{せん}に{の}って{せかいいちしゅう}の{たび}に{で}る。
3,宮,きゅう,きらきらした{王}[宮]を{写}した{写真}をながめる。,きらきらした{おう}[きゅう]を{うつ}した{しゃしん}をながめる。
3,宮,みや,{赤}ちゃんの{健康}を{願}って、お[宮]{参}りに{行}く。,{あか}ちゃんの{けんこう}を{ねが}って、お[みや]{まい}りに{い}く。
3,宿,しゅく,[宿]{題}を{全部終}わらせて{遊}ぶ。,[しゅく]{だい}を{ぜんぶお}わらせて{あそ}ぶ。
3,宿,やど,{旅先}で[宿]{屋}を{探}す。,{たびさき}で[やど]{や}を{さが}す。
3,宿,やど,{近}くにあった{公民館}で{雨}[宿]りする。,{ちか}くにあった{こうみんかん}で{あま}[やど]りする。
3,寒,かん,{防}[寒]{具}を{買}いに{行}く。,{ぼう}[かん]{ぐ}を{か}いに{い}く。
3,寒,さむ,{冬}だけど、{今日}はそんなに[寒]くないね。,{ふゆ}だけど、{きょう}はそんなに[さむ]くないね。
3,対,たい,{目的地}と{反}[対]{方向}の{電車}に{乗}ってしまった。,{もくてきち}と{はん}[たい]{ほうこう}の{でんしゃ}に{の}ってしまった。
3,局,きょく,{郵便}[局]へ{切手}を{買}いに{行}く。,{ゆうびん}[きょく]へ{きって}を{か}いに{い}く。
3,屋,おく,この{学校}では、[屋]{上}は{立入禁止}です。,この{がっこう}では、[おく]{じょう}は{たちいりきんし}です。
3,屋,や,お{祭}りの[屋]{台}でいろんなものを{食}べた。,お{まつ}りの[や]{たい}でいろんなものを{た}べた。
3,岸,がん,{海}[岸]{沿}いの{道}を{車}で{走}っているとカモメが{見}えた。,{かい}[がん]{そ}いの{みち}を{くるま}で{はし}っているとカモメが{み}えた。
3,岸,きし,あの[岸]{辺}の{辺}りはいつも、つりをしている{人}がいる。,あの[きし]{べ}の{あた}りはいつも、つりをしている{ひと}がいる。
3,島,しま,めずらしい{植物}の{生}えている[島]が{見}つかる。,めずらしい{しょくぶつ}の{は}えている[しま]が{み}つかる。
3,島,とう,{日本列}[島]の{全体}に{雨雲}がかかる。,{にっぽんれっ}[とう]の{ぜんたい}に{あまぐも}がかかる。
3,州,しゅう,{関東地方}から{九}[州]{地方}へ{引}っこす。,{かんとうちほう}から{きゅう}[しゅう]{ちほう}へ{ひ}っこす。
3,帳,ちょう,お{薬手}[帳]を{持}って{薬局}に{行}く。,お{くすりて}[ちょう]を{も}って{やっきょく}に{い}く。
3,平,たい,この{辺}りは[平]らだから{歩}きやすい。,この{あた}りは[たい]らだから{ある}きやすい。
3,平,ひら,うどんの{生地}をめん{棒}で[平]べったくする。,うどんの{きじ}をめん{ぼう}で[ひら]べったくする。
3,平,びょう,[平]{等}になるよう、ケーキを{切}り{分}ける。,[びょう]{どう}になるよう、ケーキを{き}り{わ}ける。
3,平,へい,{広島}[平]{和記念公園}をおとずれる。,{ひろしま}[へい]{わきねんこうえん}をおとずれる。
3,幸,こう,{最近}は[幸]{運}な{出来事}が{多}かった。,{さいきん}は[こう]{うん}な{できごと}が{おお}かった。
3,幸,しあわ,[幸]せの{四葉}のクローバーを{探}す。,[しあわ]せの{よんよう}のクローバーを{さが}す。
3,度,ど,{夜}の{学校}で[度]{胸試}しをする。,{よる}の{がっこう}で[ど]{きょうため}しをする。
3,庫,こ,{買}ってきたプリンを{冷蔵}[庫]に{入}れる。,{か}ってきたプリンを{れいぞう}[こ]に{い}れる。
3,庭,てい,{家}[庭]{訪問}に{先生}がやって{来}る。,{か}[てい]{ほうもん}に{せんせい}がやって{く}る。
3,庭,にわ,{家}の[庭]に{花}だんを{作}った。,{いえ}の[にわ]に{か}だんを{つく}った。
3,式,しき,{知}り{合}いのけっこん[式]に{出席}する。,{し}り{あ}いのけっこん[しき]に{しゅっせき}する。
3,役,やく,[役]{所前}の{広場}でバザーが{開}かれる。,[やく]{しょまえ}の{ひろば}でバザーが{ひら}かれる。
3,待,たい,{出番}が{来}るまでベンチで[待]{機}する。,{でばん}が{く}るまでベンチで[たい]{き}する。
3,待,ま,{家}で{荷物}が{届}くのを[待]つ。,{いえ}で{にもつ}が{とど}くのを[ま]つ。
3,急,いそ,アイスがとける{前}に[急]いで{食}べる。,アイスがとける{まえ}に[いそ]いで{た}べる。
3,急,きゅう,[急]{病}で、{今日}の{習}い{事}をお{休}みする。,[きゅう]{びょう}で、{きょう}の{なら}い{ごと}をお{やす}みする。
3,息,いき,つかれてため[息]をつく。,つかれてため[いき]をつく。
3,息,そく,クリオネは{冷}たい{海域}に{生}[息]している。,クリオネは{つめ}たい{かいいき}に{せい}[そく]している。
3,悪,あく,ドラマで[悪]{人}がたいほされる。,ドラマで[あく]{にん}がたいほされる。
3,悪,わる,{出}かけたとたんに{天気}が[悪]くなってきた。,{で}かけたとたんに{てんき}が[わる]くなってきた。
3,悲,かな,{告白}してふられた{人}が、[悲]しげに{歩}いていく。,{こくはく}してふられた{ひと}が、[かな]しげに{ある}いていく。
3,悲,ひ,お{化}けやしきの{方}から[悲]{鳴}が{聞}こえてくる。,お{ば}けやしきの{ほう}から[ひ]{めい}が{き}こえてくる。
3,想,そう,{雲}の{形}からこの{後}の{天気}を{予}[想]する。,{くも}の{かたち}からこの{あと}の{てんき}を{よ}[そう]する。
3,意,い,{図書室}で{借}りてきた{小説}が、[意]{外}な{結末}だった。,{としょしつ}で{か}りてきた{しょうせつ}が、[い]{がい}な{けつまつ}だった。
3,感,かん,{平均台}に{乗}ってバランス[感]{覚}をきたえる。,{へいきんだい}に{の}ってバランス[かん]{かく}をきたえる。
3,所,しょ,{待}ち{合}わせの{場}[所]に{向}かう。,{ま}ち{あ}わせの{ば}[しょ]に{む}かう。
3,所,ところ,{意外}な[所]にまい{蔵金}がうまっていた。,{いがい}な[ところ]にまい{くらきん}がうまっていた。
3,打,う,{古本屋}で{値}[打]ちものを{見}つける。,{ふるほんや}で{ね}[う]ちものを{み}つける。
3,打,だ,{大人気}のバッターが[打]{席}に{立}つ。,{だいにんき}のバッターが[だ]{せき}に{た}つ。
3,投,とう,この{雑誌}は{読者}からの[投]{書}ものせている。,この{ざっし}は{どくしゃ}からの[とう]{しょ}ものせている。
3,投,な,ゴミを[投]げ{捨}てる。,ゴミを[な]げ{す}てる。
3,拾,ひろ,だれかの{落}とし{物}を[拾]う。,だれかの{お}とし{もの}を[ひろ]う。
3,持,も,{相手}の{気}[持]ちを{考}えながら{話}す。,{あいて}の{き}[も]ちを{かんが}えながら{はな}す。
3,指,さ,{図}の{中}で{注目}してほしいところを[指]し{示}す。,{ず}の{なか}で{ちゅうもく}してほしいところを[さ]し{しめ}す。
3,指,し,{荷物}を[指]{定}された{場所}まで{運}ぶ。,{にもつ}を[し]{てい}された{ばしょ}まで{はこ}ぶ。
3,指,ゆび,[指]{先}についたよごれを{洗}い{落}とす。,[ゆび]{さき}についたよごれを{あら}い{お}とす。
3,放,はな,{降参}してお{城}の{門}を{開}け[放]つ。,{こうさん}してお{しろ}の{もん}を{あ}け[はな]つ。
3,放,ほう,お{昼}の[放]{送}で{音楽}を{流}す。,お{ひる}の[ほう]{そう}で{おんがく}を{なが}す。
3,放,ほう,ゴミ{箱}に{遠}くからティッシュを[放]りこむ。,ゴミ{ばこ}に{とお}くからティッシュを[ほう]りこむ。
3,放,ほう,ニュースの[放]{送中}に{速報}が{届}く。,ニュースの[ほう]{そうちゅう}に{そくほう}が{とど}く。
3,整,せい,[整]{数}だけの{計算式}を{解}く。,[せい]{すう}だけの{けいさんしき}を{と}く。
3,整,ととの,ねんどの{形}を[整]える。,ねんどの{かたち}を[ととの]える。
3,旅,たび,{船}[旅]のチケットをくじ{引}きで{当}てる。,{ふな}[たび]のチケットをくじ{び}きで{あ}てる。
3,旅,りょ,{温泉}が{有名}な[旅]{館}にとまる。,{おんせん}が{ゆうめい}な[りょ]{かん}にとまる。
3,族,ぞく,{家}[族]からはなれて{一人暮}らしを{始}める。,{か}[ぞく]からはなれて{ひとりぐ}らしを{はじ}める。
3,昔,むかし,[昔]よく{読}んでいた{絵本}を{見}つける。,[むかし]よく{よ}んでいた{えほん}を{み}つける。
3,昭,しょう,[昭]{和時代}の{出来事}について{勉強}する。,[しょう]{わじだい}の{できごと}について{べんきょう}する。
3,暑,あつ,[暑]い{部屋}に{熱}いなべを{持}ちこむ。,[あつ]い{へや}に{あつ}いなべを{も}ちこむ。
3,暑,あつ,むし[暑]いサウナの{中}に{入}る。,むし[あつ]いサウナの{なか}に{はい}る。
3,暑,しょ,{家}に{残}[暑]{見}まいのハガキが{届}く。,{いえ}に{ざん}[しょ]{み}まいのハガキが{とど}く。
3,暗,あん,{算数}の{時間}に{九九}を[暗]{記}した。,{さんすう}の{じかん}に{くく}を[あん]{き}した。
3,暗,くら,こわい{話}を{聞}いて、[暗]やみがこわくなる。,こわい{はなし}を{き}いて、[くら]やみがこわくなる。
3,曲,きょく,{放送部}に{好}きな[曲]をリクエストする。,{ほうそうぶ}に{す}きな[きょく]をリクエストする。
3,曲,ま,ちょう{能力者}がスプーンを[曲]げた。,ちょう{のうりょくしゃ}がスプーンを[ま]げた。
3,有,あ,[有]るだけのお{金}を{持}って{家}を{飛}び{出}す。,[あ]るだけのお{かね}を{も}って{いえ}を{と}び{だ}す。
3,有,ゆう,{他人}の{所}[有]{地}に、{勝手}に{入}ってはいけません。,{たにん}の{しょ}[ゆう]{ち}に、{かって}に{はい}ってはいけません。
3,服,ふく,やや{大}きめの{制}[服]を{着}る。,やや{おお}きめの{せい}[ふく]を{き}る。
3,期,き,{電車}の{定}[期]{券}をなくしてしまった。,{でんしゃ}の{てい}[き]{けん}をなくしてしまった。
